timestamp,value,is_anomaly
1,0.3425933966787085,0
2,0.359730006806231,0
3,0.35977279213884117,0
4,0.359730006806231,0
5,0.35977279213884117,0
6,0.3424329242970856,0
7,0.34251851686978796,0
8,0.3425933966787085,0
9,0.3598155774714371,0
10,0.34251851686978796,0
11,0.34255058943861627,0
12,0.34255058943861627,0
13,0.35977279213884117,0
14,0.3769522095064417,0
15,0.34247570962968155,0
16,0.359730006806231,0
17,0.34251851686978796,0
18,0.376877329697507,0
19,0.34251851686978796,0
20,0.37689871141007814,0
21,0.34255058943861627,0
22,0.3425933966787085,0
23,0.3425933966787085,0
24,0.35969791232990644,0
25,0.359730006806231,0
26,0.359730006806231,0
27,0.37689871141007814,0
28,0.34255058943861627,0
29,0.34251851686978796,0
30,0.359730006806231,0
31,0.35977279213884117,0
32,0.34251851686978796,0
33,0.34251851686978796,0
34,0.34251851686978796,0
35,0.34255058943861627,0
36,0.359730006806231,0
37,0.34251851686978796,0
38,0.34255058943861627,0
39,0.34255058943861627,0
40,0.32540328845482236,0
41,0.34255058943861627,0
42,0.3425933966787085,0
43,0.359730006806231,0
44,0.359730006806231,0
45,0.34255058943861627,0
46,0.35977279213884117,0
47,0.359730006806231,0
48,0.34247570962968155,0
49,0.34255058943861627,0
50,0.34251851686978796,0
51,0.3770377801716478,0
52,0.34255058943861627,0
53,0.34247570962968155,0
54,0.34255058943861627,0
55,0.34255058943861627,0
56,0.34251851686978796,0
57,0.6701146795884654,0
58,0.826045112258825,0
59,0.8434384562894337,0
60,0.8086838407970305,0
61,0.7047302263192989,0
62,0.5664926569152726,0
63,0.4457554277345963,0
64,0.4113966149068631,0
65,0.39413162687404224,0
66,0.41132173509794256,0
67,0.4458409983998024,0
68,0.4286401993196307,0
69,0.4457554277345963,0
70,0.41132173509794256,0
71,0.42858670122326714,0
72,0.06839672470721325,0
73,0.1368148530344797,0
74,0.8260023050187328,0
75,0.9302233661633181,0
76,0.9650528395571598,0
77,0.94763811381398,0
78,0.7913974710516669,0
79,0.5664819660590013,0
80,0.4285118433218287,0
81,0.35977279213884117,0
82,0.8087587206059652,0
83,0.9476808991465901,0
84,0.9303410313048488,0
85,0.8781288828291878,0
86,0.7393671766701857,0
87,0.5491527890735455,0
88,0.4285118433218287,0
89,0.39408881963396425,0
90,0.39413162687404224,0
91,0.42855462865443883,0
92,0.4630417974799599,0
93,0.0,0
94,0.5837041687592119,0
95,0.9128514038452522,0
96,0.9476808991465901,0
97,0.94763811381398,0
98,0.8607783241311608,0
99,0.6527534081266992,0
100,0.48024261846762784,0
101,0.39413162687404224,0
102,0.4114286874757056,0
103,0.7219845234958484,0
104,0.9302661514959141,0
105,0.9303089368285242,0
106,0.860821109463771,0
107,0.739399249239014,0
108,0.5665247513915972,0
109,0.462956226814768,0
110,0.4113538076667709,0
111,0.4113538076667709,0
112,0.44579821306719225,0
113,0.051367066957453744,0
114,0.6182448356811108,0
115,0.9476808991465901,0
116,1.0,0
117,0.965095646797252,0
118,0.8607355387985649,0
119,0.6529459530771362,0
120,0.4974755120241241,0
121,0.4284797488455041,0
122,0.4113538076667709,0
123,0.4112361425252402,0
124,0.8782037626381225,0
125,0.9302982459722529,0
126,0.8607783241311608,0
127,0.7567070445119128,0
128,0.6181699558721903,0
129,0.5320161789460229,0
130,0.4629241323384292,0
131,0.41132173509794256,0
132,0.44570192963823274,0
133,0.48024261846762784,0
134,0.48024261846762784,0
135,0.41132173509794256,0
136,0.06848229537241934,0
137,0.7913974710516669,0
138,0.9476808991465901,0
139,0.895554321336121,0
140,0.8434277654331623,0
141,0.7220700941610403,0
142,0.5491955963136235,0
143,0.4629241323384292,0
144,0.4457554277345963,0
145,0.46300972491113157,0
146,0.46300972491113157,0
147,0.46307389195628446,0
148,0.5664926569152726,0
149,0.9128941891778766,0
150,0.9302661514959141,0
151,0.826045112258825,0
152,0.7393243913375755,0
153,0.6182448356811108,0
154,0.4974755120241241,0
155,0.4630311066236885,0
156,0.39408881963396425,0
157,0.06839672470721325,0
158,0.8434598380019906,0
159,0.9825317761604708,0
160,0.9476808991465901,0
161,0.8781288828291878,0
162,0.7220594033047547,0
163,0.5492383816462194,0
164,0.46300972491113157,0
165,0.44579821306719225,0
166,0.4630417974799599,0
167,0.6182448356811108,0
168,0.6701574649210613,0
169,0.6182876210137067,0
170,0.5837041687592119,0
171,0.49743272669151395,0
172,0.4629241323384292,0
173,0.42855462865443883,0
174,0.4630417974799599,0
175,0.44570192963823274,0
176,0.44579821306719225,0
177,0.4458409983998024,0
178,0.4285118433218287,0
179,0.44579821306719225,0
180,0.42855462865443883,0
181,0.42855462865443883,0
182,0.4112682370015648,0
183,0.39413162687404224,0
184,0.37689871141007814,0
185,0.3769522095064417,0
186,0.4113538076667709,0
187,0.3941744122066524,0
188,0.39413162687404224,0
189,0.37689871141007814,0
190,0.3769522095064417,0
191,0.4114286874757056,0
192,0.37699499483903764,0
193,0.3769522095064417,0
194,0.376877329697507,0
195,0.37689871141007814,0
196,0.3941744122066524,0
197,0.35969791232990644,0
198,0.3769522095064417,0
199,0.4113538076667709,0
200,0.39421719753924833,0
