timestamp,value,is_anomaly
1,0.0307762670990801,0
2,0.043553434614526765,0
3,0.08013789693317541,0
4,0.06213452327781965,0
5,0.029035629037398536,0
6,0.0307762670990801,0
7,0.037164323304018865,0
8,0.053423839931543426,0
9,0.053423839931543426,0
10,0.10511022500126188,0
11,0.09465570251030186,0
12,0.07026534563872744,0
13,0.04936055684537699,0
14,0.08420436321919844,0
15,0.13646848118000143,0
16,0.16318146519291687,0
17,0.10511022500126188,0
18,0.10278652487120787,0
19,0.0905924194241372,0
20,0.08420436321919844,0
21,0.0,0
22,0.07200705668912377,0
23,0.06387836242250522,0
24,0.06794164550866988,0
25,0.11382090834753988,0
26,0.01858108866329289,0
27,0.039486950445358104,0
28,0.07026534563872744,0
29,0.06619993445827355,0
30,0.047616717700691424,0
31,0.053423839931543426,0
32,0.043553434614526765,0
33,0.05168212888114532,0
34,0.12020789156376033,0
35,0.014517805577128229,0
36,0.11614355337202298,0
37,0.05574754006159921,0
38,0.035422612253620755,0
39,0.12601503167775618,0
40,0.08884858027945164,0
41,0.08246159706322942,0
42,0.08420436321919844,0
43,0.07200705668912377,0
44,0.12020789156376033,0
45,0.08246159706322942,0
46,0.02264649984374678,0
47,0.07839724098834644,0
48,0.07026534563872744,0
49,0.05168212888114532,0
50,0.17537557063998932,0
51,0.2822285796803641,0
52,0.5104524033382472,0
53,0.5307773311462256,0
54,0.5267129750713426,0
55,0.271775112294975,0
56,0.21022045000252554,0
57,0.10278652487120787,0
58,0.15679342687112552,0
59,0.14459717544661999,0
60,0.04529407267620833,0
61,0.13414585403866397,0
62,0.16318146519291687,0
63,0.13820913712482863,0
64,0.17769928865319073,0
65,0.05748925111199554,0
66,0.15679342687112552,0
67,0.3397210318753654,0
68,0.47560857908128007,0
69,0.6626016131491177,0
70,0.6957015803782554,0
71,0.5000010640471437,0
72,0.28861769099087375,0
73,0.2677107741032394,0
74,0.27003340124457686,0
75,0.2433193621260905,0
76,0.3193960861842413,0
77,0.47967399026173396,0
78,0.6794420458675852,0
79,0.7125441590741541,0
80,0.5963984776078437,0
81,0.5452951367233521,0
82,0.4895454685674654,0
83,0.42392645020013653,0
84,0.5534249039786872,0
85,0.4343777894912382,0
86,0.4674798848146633,0
87,0.38269245952709063,0
88,0.44657296792702716,0
89,0.7328690868821308,0
90,0.7084798029992729,0
91,0.7183512813050061,0
92,0.7926831111128987,0
93,0.6231125167263301,0
94,0.5923341215329607,0
95,0.5783972320467754,0
96,0.5000010640471437,0
97,0.6051112890484074,0
98,0.5429735646875837,0
99,0.6376303223034583,0
100,0.7886176820493009,0
101,0.9094075805758663,0
102,0.9279907973334449,0
103,0.7862939819192469,0
104,0.800811805379519,0
105,0.621370805675932,0
106,0.7166084972658915,0
107,0.6997669915587093,0
108,0.6898944402642595,0
109,0.6602789681246346,0
110,0.6707313625213089,0
111,0.8954696181009627,0
112,0.9756107161171403,0
113,1.0,0
114,0.9239275142472785,0
115,0.9361216196943491,0
116,0.8519162013695816,0
117,0.8641113619222232,0
118,0.7717761763421187,0
119,0.8954696181009627,0
120,0.8908243459351386,0
121,0.872822063151645,0
122,0.7392571430870696,0
123,0.8908243459351386,0
124,0.8437864341142465,0
125,0.7409988541374677,0
126,0.7351917140234718,0
127,0.8373983779093077,0
128,0.8559816125500337,0
129,0.7659690541112685,0
130,0.7595820708950463,0
131,0.7491296764983719,0
132,0.819397150231385,0
133,0.7555166597145941,0
134,0.664342251210801,0
135,0.7839724098834786,0
136,0.7984902333437507,0
137,0.7247393196267975,0
138,0.7491296764983719,0
139,0.7740998764721745,0
140,0.8809518125238345,0
141,0.8153317390509329,0
142,0.7433225542675217,0
143,0.7717761763421187,0
144,0.7491296764983719,0
145,0.8292686285371182,0
146,0.7984902333437507,0
147,0.874564829307614,0
148,0.808942627740425,0
149,0.7781652876526284,0
150,0.7264810306771956,0
151,0.8048772165599711,0
152,0.806618927610371,0
153,0.8461090791387296,0
154,0.7619046980363855,0
155,0.753194014690111,0
156,0.6997669915587093,0
157,0.6939598693278572,0
158,0.8559816125500337,0
159,0.88269565166852,0
160,0.8809518125238345,0
161,0.7862939819192469,0
162,0.6544718458937844,0
163,0.8373983779093077,0
164,0.7944248221632986,0
165,0.7984902333437507,0
166,0.8356566668589114,0
167,0.8600470237304876,0
168,0.800811805379519,0
169,0.9036004583450143,0
170,0.6858301020725239,0
171,0.751451248534142,0
172,0.7409988541374677,0
173,0.8478529182834169,0
174,0.6562135569441825,0
175,0.7619046980363855,0
176,0.7886176820493009,0
177,0.7781652876526284,0
178,0.7636474820755002,0
179,0.7619046980363855,0
180,0.7944248221632986,0
181,0.8478529182834169,0
182,0.6939598693278572,0
183,0.8315912556784575,0
184,0.7264810306771956,0
185,0.7926831111128987,0
186,0.7288047308072514,0
187,0.7183512813050061,0
188,0.7409988541374677,0
189,0.7183512813050061,0
190,0.7967474493046378,0
191,0.6399540403166561,0
192,0.7944248221632986,0
193,0.833335094823143,0
194,0.7717761763421187,0
195,0.7700344652917224,0
196,0.7351917140234718,0
197,0.7926831111128987,0
198,0.823461506306268,0
199,0.7166084972658915,0
200,0.7839724098834786,0
